nombre,codigo,hexadecimal,libro,cartilla
W8-7,W8-7,e6dece,ColourFal Zero,ColorSensations-64
W8-8,W8-8,eee8df,ColourFal Zero,ColorSensations-64
W9-1,W9-1,f2efd5,ColourFal Zero,ColorSensations-64
W9-2,W9-2,f0ede6,ColourFal Zero,ColorSensations-64
W9-3,W9-3,f6f1e5,ColourFal Zero,ColorSensations-64
W9-4,W9-4,f3edde,ColourFal Zero,ColorSensations-64
W9-5,W9-5,ece6dc,ColourFal Zero,ColorSensations-64
W9-6,W9-6,eae9da,ColourFal Zero,ColorSensations-64
W9-7,W9-7,f3f0e4,ColourFal Zero,ColorSensations-64
W9-8,W9-8,f8f2e3,ColourFal Zero,ColorSensations-64
Y100-1,Y100-1,f2f0d6,ColourFal Zero,ColorSensations-64
Y100-2,Y100-2,ededc8,ColourFal Zero,ColorSensations-64
Y100-3,Y100-3,e9edbf,ColourFal Zero,ColorSensations-64
Y100-4,Y100-4,dee5a0,ColourFal Zero,ColorSensations-64
Y100-5,Y100-5,dce588,ColourFal Zero,ColorSensations-64
Y100-6,Y100-6,d7e171,ColourFal Zero,ColorSensations-64
Y100-7,Y100-7,d3d950,ColourFal Zero,ColorSensations-64
Y100-8,Y100-8,c7d335,ColourFal Zero,ColorSensations-64
Y101-1,Y101-1,f1f4d8,ColourFal Zero,ColorSensations-64
Y101-2,Y101-2,edefba,ColourFal Zero,ColorSensations-64
Y101-3,Y101-3,e7ecaf,ColourFal Zero,ColorSensations-64
Y101-4,Y101-4,dde69c,ColourFal Zero,ColorSensations-64
Y101-5,Y101-5,d6de7b,ColourFal Zero,ColorSensations-64
Y101-6,Y101-6,ccd863,ColourFal Zero,ColorSensations-64
Y101-7,Y101-7,c3d154,ColourFal Zero,ColorSensations-64
Y101-8,Y101-8,b4c634,ColourFal Zero,ColorSensations-64
Y102-1,Y102-1,f3f3dd,ColourFal Zero,ColorSensations-64
Y102-2,Y102-2,f0f2d3,ColourFal Zero,ColorSensations-64
Y102-3,Y102-3,ecefc5,ColourFal Zero,ColorSensations-64
Y102-4,Y102-4,e6efb8,ColourFal Zero,ColorSensations-64
Y102-5,Y102-5,dbeaa1,ColourFal Zero,ColorSensations-64
Y102-6,Y102-6,c8df7c,ColourFal Zero,ColorSensations-64
Y102-7,Y102-7,b0d456,ColourFal Zero,ColorSensations-64
Y102-8,Y102-8,a5bd2d,ColourFal Zero,ColorSensations-64
Y80-1,Y80-1,f9f3e1,ColourFal Zero,ColorSensations-64
Y80-2,Y80-2,faefcc,ColourFal Zero,ColorSensations-64
Y80-3,Y80-3,fdecbe,ColourFal Zero,ColorSensations-64
Y80-4,Y80-4,ffeaab,ColourFal Zero,ColorSensations-64
Y80-5,Y80-5,ffe191,ColourFal Zero,ColorSensations-64
Y80-6,Y80-6,ffd268,ColourFal Zero,ColorSensations-64
Y80-7,Y80-7,ffc63a,ColourFal Zero,ColorSensations-64
Y80-8,Y80-8,ffb300,ColourFal Zero,ColorSensations-64
Y81-1,Y81-1,f3eee2,ColourFal Zero,ColorSensations-64
Y81-2,Y81-2,f4ebd4,ColourFal Zero,ColorSensations-64
Y81-3,Y81-3,f7e3bf,ColourFal Zero,ColorSensations-64
Y81-4,Y81-4,f8dba9,ColourFal Zero,ColorSensations-64
Y81-5,Y81-5,eec68a,ColourFal Zero,ColorSensations-64
Y81-6,Y81-6,e6b876,ColourFal Zero,ColorSensations-64
Y81-7,Y81-7,d9a45a,ColourFal Zero,ColorSensations-64
Y81-8,Y81-8,ca9347,ColourFal Zero,ColorSensations-64
Y82-1,Y82-1,f8f5e4,ColourFal Zero,ColorSensations-64
Y82-2,Y82-2,fbf3d7,ColourFal Zero,ColorSensations-64
Y82-3,Y82-3,fcf0c5,ColourFal Zero,ColorSensations-64
Y82-4,Y82-4,ffeeb6,ColourFal Zero,ColorSensations-64
Y82-5,Y82-5,ffe99f,ColourFal Zero,ColorSensations-64
Y82-6,Y82-6,ffe17b,ColourFal Zero,ColorSensations-64
Y82-7,Y82-7,ffd047,ColourFal Zero,ColorSensations-64
Y82-8,Y82-8,ffc000,ColourFal Zero,ColorSensations-64
Y83-1,Y83-1,f6efd4,ColourFal Zero,ColorSensations-64
Y83-2,Y83-2,faebbf,ColourFal Zero,ColorSensations-64
Y83-3,Y83-3,ffe6a3,ColourFal Zero,ColorSensations-64
Y83-4,Y83-4,ffdf8c,ColourFal Zero,ColorSensations-64
Y83-5,Y83-5,ffdb6c,ColourFal Zero,ColorSensations-64
Y83-6,Y83-6,f0c545,ColourFal Zero,ColorSensations-64
Y83-7,Y83-7,e1ad3b,ColourFal Zero,ColorSensations-64
Y83-8,Y83-8,d0a240,ColourFal Zero,ColorSensations-64
Y84-1,Y84-1,f7f3db,ColourFal Zero,ColorSensations-64
Y84-2,Y84-2,f9f3d0,ColourFal Zero,ColorSensations-64
Y84-3,Y84-3,faf1c2,ColourFal Zero,ColorSensations-64
Y84-4,Y84-4,fcf0b9,ColourFal Zero,ColorSensations-64
Y84-5,Y84-5,fce18d,ColourFal Zero,ColorSensations-64
Y84-6,Y84-6,fad877,ColourFal Zero,ColorSensations-64
Y84-7,Y84-7,f7ce58,ColourFal Zero,ColorSensations-64
Y84-8,Y84-8,f3b836,ColourFal Zero,ColorSensations-64
Y85-1,Y85-1,f8f4e7,ColourFal Zero,ColorSensations-64
Y85-2,Y85-2,f7eed6,ColourFal Zero,ColorSensations-64
Y85-3,Y85-3,fae9bf,ColourFal Zero,ColorSensations-64
Y85-4,Y85-4,fbe3ac,ColourFal Zero,ColorSensations-64
Y85-5,Y85-5,f8d799,ColourFal Zero,ColorSensations-64
Y85-6,Y85-6,eec476,ColourFal Zero,ColorSensations-64
Y85-7,Y85-7,e2af56,ColourFal Zero,ColorSensations-64
Y85-8,Y85-8,d39d3e,ColourFal Zero,ColorSensations-64
Y86-1,Y86-1,f8f4e2,ColourFal Zero,ColorSensations-64
Y86-2,Y86-2,f8f4d9,ColourFal Zero,ColorSensations-64
Y86-3,Y86-3,f9eec4,ColourFal Zero,ColorSensations-64
Y86-4,Y86-4,fcf1bb,ColourFal Zero,ColorSensations-64
Y86-5,Y86-5,ffeb9a,ColourFal Zero,ColorSensations-64
Y86-6,Y86-6,ffe176,ColourFal Zero,ColorSensations-64
Y86-7,Y86-7,ffd849,ColourFal Zero,ColorSensations-64
Y86-8,Y86-8,ffca18,ColourFal Zero,ColorSensations-64
Y87-1,Y87-1,f5f0db,ColourFal Zero,ColorSensations-64
Y87-2,Y87-2,f7efd1,ColourFal Zero,ColorSensations-64
Y87-3,Y87-3,f9eec5,ColourFal Zero,ColorSensations-64
Y87-4,Y87-4,f9eab1,ColourFal Zero,ColorSensations-64
Y87-5,Y87-5,fae19b,ColourFal Zero,ColorSensations-64
Y87-6,Y87-6,f7d679,ColourFal Zero,ColorSensations-64
Y87-7,Y87-7,f4c757,ColourFal Zero,ColorSensations-64
Y87-8,Y87-8,ecb52c,ColourFal Zero,ColorSensations-64
Y88-1,Y88-1,f8f5df,ColourFal Zero,ColorSensations-64
Y88-2,Y88-2,f7f3d3,ColourFal Zero,ColorSensations-64
Y88-3,Y88-3,f9f3c8,ColourFal Zero,ColorSensations-64
Y88-4,Y88-4,faf2b6,ColourFal Zero,ColorSensations-64
Y88-5,Y88-5,feef98,ColourFal Zero,ColorSensations-64
Y88-6,Y88-6,ffeb80,ColourFal Zero,ColorSensations-64
Y88-7,Y88-7,ffe052,ColourFal Zero,ColorSensations-64
Y88-8,Y88-8,ffd526,ColourFal Zero,ColorSensations-64
Y89-1,Y89-1,f3ebd5,ColourFal Zero,ColorSensations-64
Y89-2,Y89-2,f1e3c2,ColourFal Zero,ColorSensations-64
Y89-3,Y89-3,ecdaaf,ColourFal Zero,ColorSensations-64
Y89-4,Y89-4,e2cb9b,ColourFal Zero,ColorSensations-64
Y89-5,Y89-5,d2b67d,ColourFal Zero,ColorSensations-64
Y89-6,Y89-6,c5a768,ColourFal Zero,ColorSensations-64
Y89-7,Y89-7,bc9d5c,ColourFal Zero,ColorSensations-64
Y89-8,Y89-8,a78849,ColourFal Zero,ColorSensations-64
Y90-1,Y90-1,fdf0cc,ColourFal Zero,ColorSensations-64
Y90-2,Y90-2,fcf2c5,ColourFal Zero,ColorSensations-64
Y90-3,Y90-3,ffeeae,ColourFal Zero,ColorSensations-64
Y90-4,Y90-4,ffe89f,ColourFal Zero,ColorSensations-64
Y90-5,Y90-5,ffe488,ColourFal Zero,ColorSensations-64
Y90-6,Y90-6,ffdb64,ColourFal Zero,ColorSensations-64
Y90-7,Y90-7,ffd447,ColourFal Zero,ColorSensations-64
Y90-8,Y90-8,f9cc0d,ColourFal Zero,ColorSensations-64
Y91-1,Y91-1,f3e9d6,ColourFal Zero,ColorSensations-64
Y91-2,Y91-2,f0e3ca,ColourFal Zero,ColorSensations-64
Y91-3,Y91-3,e1cfab,ColourFal Zero,ColorSensations-64
Y91-4,Y91-4,d1be99,ColourFal Zero,ColorSensations-64
Y91-5,Y91-5,bda981,ColourFal Zero,ColorSensations-64
Y91-6,Y91-6,b19a6c,ColourFal Zero,ColorSensations-64
Y91-7,Y91-7,a58e61,ColourFal Zero,ColorSensations-64
Y91-8,Y91-8,907a4d,ColourFal Zero,ColorSensations-64
Y92-1,Y92-1,f9f7de,ColourFal Zero,ColorSensations-64
Y92-2,Y92-2,f8f5ce,ColourFal Zero,ColorSensations-64
Y92-3,Y92-3,fcf4b2,ColourFal Zero,ColorSensations-64
Y92-4,Y92-4,fdf3a0,ColourFal Zero,ColorSensations-64
Y92-5,Y92-5,fff08e,ColourFal Zero,ColorSensations-64
Y92-6,Y92-6,fdea6a,ColourFal Zero,ColorSensations-64
Y92-7,Y92-7,ffe54d,ColourFal Zero,ColorSensations-64
Y92-8,Y92-8,e7d258,ColourFal Zero,ColorSensations-64
Y93-1,Y93-1,f9f4dc,ColourFal Zero,ColorSensations-64
Y93-2,Y93-2,f9f2d2,ColourFal Zero,ColorSensations-64
Y93-3,Y93-3,f5e5b8,ColourFal Zero,ColorSensations-64
Y93-4,Y93-4,f1dfa6,ColourFal Zero,ColorSensations-64
Y93-5,Y93-5,ead291,ColourFal Zero,ColorSensations-64
Y93-6,Y93-6,d9b964,ColourFal Zero,ColorSensations-64
Y93-7,Y93-7,ccac54,ColourFal Zero,ColorSensations-64
Y93-8,Y93-8,bb9c42,ColourFal Zero,ColorSensations-64
Y94-1,Y94-1,f5f2de,ColourFal Zero,ColorSensations-64
Y94-2,Y94-2,f7f0d4,ColourFal Zero,ColorSensations-64
Y94-3,Y94-3,f5edc8,ColourFal Zero,ColorSensations-64
Y94-4,Y94-4,f4eab5,ColourFal Zero,ColorSensations-64
Y94-5,Y94-5,ebdd9b,ColourFal Zero,ColorSensations-64
Y94-6,Y94-6,e0d082,ColourFal Zero,ColorSensations-64
Y94-7,Y94-7,d0bd5b,ColourFal Zero,ColorSensations-64
Y94-8,Y94-8,baa743,ColourFal Zero,ColorSensations-64
Y95-1,Y95-1,f4f0dc,ColourFal Zero,ColorSensations-64
Y95-2,Y95-2,f4edd4,ColourFal Zero,ColorSensations-64
Y95-3,Y95-3,f2ecca,ColourFal Zero,ColorSensations-64
Y95-4,Y95-4,ede3b5,ColourFal Zero,ColorSensations-64
Y95-5,Y95-5,ded39c,ColourFal Zero,ColorSensations-64
Y95-6,Y95-6,d1c483,ColourFal Zero,ColorSensations-64
Y95-7,Y95-7,bbab61,ColourFal Zero,ColorSensations-64
Y95-8,Y95-8,a19345,ColourFal Zero,ColorSensations-64
Y96-1,Y96-1,f1ebda,ColourFal Zero,ColorSensations-64
Y96-2,Y96-2,e9e1c5,ColourFal Zero,ColorSensations-64
Y96-3,Y96-3,e1d8b6,ColourFal Zero,ColorSensations-64
Y96-4,Y96-4,d1c7a2,ColourFal Zero,ColorSensations-64
Y96-5,Y96-5,c2b78d,ColourFal Zero,ColorSensations-64
Y96-6,Y96-6,b2a877,ColourFal Zero,ColorSensations-64
Y96-7,Y96-7,a29866,ColourFal Zero,ColorSensations-64
Y96-8,Y96-8,807748,ColourFal Zero,ColorSensations-64
Y97-1,Y97-1,f1edce,ColourFal Zero,ColorSensations-64
Y97-2,Y97-2,efebc3,ColourFal Zero,ColorSensations-64
Y97-3,Y97-3,ece6b7,ColourFal Zero,ColorSensations-64
Y97-4,Y97-4,e0db9f,ColourFal Zero,ColorSensations-64
Y97-5,Y97-5,d7d18b,ColourFal Zero,ColorSensations-64
Y97-6,Y97-6,d4cc80,ColourFal Zero,ColorSensations-64
Y97-7,Y97-7,c0b861,ColourFal Zero,ColorSensations-64
Y97-8,Y97-8,9d9d42,ColourFal Zero,ColorSensations-64
Y98-1,Y98-1,f6f0dc,ColourFal Zero,ColorSensations-64
Y98-2,Y98-2,f8f1cb,ColourFal Zero,ColorSensations-64
Y98-3,Y98-3,faefb2,ColourFal Zero,ColorSensations-64
Y98-4,Y98-4,f7eda6,ColourFal Zero,ColorSensations-64
Y98-5,Y98-5,f6ea96,ColourFal Zero,ColorSensations-64
Y98-6,Y98-6,eae689,ColourFal Zero,ColorSensations-64
Y98-7,Y98-7,e1dd74,ColourFal Zero,ColorSensations-64
Y98-8,Y98-8,dad45f,ColourFal Zero,ColorSensations-64
Y99-1,Y99-1,f4f1df,ColourFal Zero,ColorSensations-64
Y99-2,Y99-2,f7f3dc,ColourFal Zero,ColorSensations-64
Y99-3,Y99-3,f8f3cc,ColourFal Zero,ColorSensations-64
Y99-4,Y99-4,f8f1bd,ColourFal Zero,ColorSensations-64
Y99-5,Y99-5,f2e89d,ColourFal Zero,ColorSensations-64
Y99-6,Y99-6,edde7c,ColourFal Zero,ColorSensations-64
Y99-7,Y99-7,e9d764,ColourFal Zero,ColorSensations-64
Y99-8,Y99-8,c6b829,ColourFal Zero,ColorSensations-64
